price_date,province_name,city_name,commodity_name,unit,price,source
2023-05-25,DKI Jakarta,Jakarta,Cabe Rawit Merah,kg,48652.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Daging Babi Berlemak,kg,117000.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Daging Babi Berlemak,kg,117619.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Daging Kambing,kg,145800.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Daging Kambing,kg,145370.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Daging Sapi Has (Paha Belakang),kg,145000.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Daging Sapi Has (Paha Belakang),kg,144886.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Daging Sapi Murni (Semur),kg,140111.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Daging Sapi Murni (Semur),kg,140217.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Garam Dapur,kg,3238.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Garam Dapur,250gr,3288.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Gas Elpiji 3kg,kg,21263.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Gas Elpiji 3kg,3kg,21300.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Gula Pasir,kg,14633.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Gula Pasir,kg,14644.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Ikan Bandeng (sedang),kg,41425.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Ikan Bandeng (sedang),kg,41365.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Ikan Lele,kg,27861.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Ikan Lele,kg,27684.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Ikan Mas,kg,37885.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Ikan Mas,kg,37702.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Jeruk Medan,kg,30454.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Jeruk Medan,kg,30411.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Kelapa Kupas,kg,9642.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Kelapa Kupas,butir,9674.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Kentang (sedang),kg,18033.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Kentang (sedang),kg,18119.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Margarin Blueband Cup,kg,15783.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Margarin Blueband Cup,kms,15868.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Margarin Blueband Sachet,kg,10322.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Margarin Blueband Sachet,kms,10336.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Minyak Goreng (Kuning/Curah),kg,15825.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Minyak Goreng (Kuning/Curah),kg,15853.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Semangka,kg,10941.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Semangka,kg,11000.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Susu Bubuk Bendera 400gr,kg,45200.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Susu Bubuk Bendera 400gr,krds,46000.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Susu Bubuk Dancow 400gr,kg,49000.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Susu Bubuk Dancow 400gr,krds,49111.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Susu Kental Bendera 200gr,kg,12566.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Susu Kental Bendera 200gr,klng,12619.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Susu Kental Enak 200gr,kg,10883.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Susu Kental Enak 200gr,klng,10913.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Telur Ayam Ras,kg,32122.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Telur Ayam Ras,kg,32255.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Tepung Terigu,kg,10988.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Tepung Terigu,kg,11108.0,Berita Jakarta Info Pangan
2023-05-24,DKI Jakarta,Jakarta,Tomat Buah,kg,15600.0,Berita Jakarta Info Pangan
2023-05-25,DKI Jakarta,Jakarta,Tomat Buah,kg,15565.0,Berita Jakarta Info Pangan
2026-05-03,DKI Jakarta,Jakarta,Bawang Merah,kg,51617.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Beras IR 42/Pera,kg,16653.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Beras IR. I (IR 64),kg,15557.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Beras IR. II (IR 64) Ramos,kg,14517.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Beras IR. III (IR 64),kg,13980.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Beras Muncul .I,kg,14694.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Beras Setra I/Premium,kg,16390.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Cabe Merah Besar (TW),kg,58967.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Cabe Merah Keriting,kg,49950.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Cabe Rawit Hijau,kg,57567.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Cabe Rawit Merah,kg,70900.0,Info Pangan Jakarta
2026-05-03,DKI Jakarta,Jakarta,Minyak Goreng (Kuning/Curah),kg,21467.0,Info Pangan Jakarta
2026-04-27,Aceh,Aceh,Bawang Merah,kg,37000.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Bawang Merah,kg,37850.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Bawang Merah,kg,37600.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Bawang Merah,kg,37150.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Bawang Putih,kg,34750.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Bawang Putih,kg,34750.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Bawang Putih,kg,34900.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Bawang Putih,kg,34900.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Beras,kg,15150.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Cabai Merah,kg,33350.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Cabai Merah,kg,33650.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Cabai Merah,kg,35000.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Cabai Merah,kg,35400.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Cabai Rawit,kg,32000.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Cabai Rawit,kg,32250.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Cabai Rawit,kg,32500.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Cabai Rawit,kg,32500.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Daging Ayam,kg,37200.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Daging Ayam,kg,37000.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Daging Ayam,kg,36850.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Daging Ayam,kg,36700.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Daging Sapi,kg,153350.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Daging Sapi,kg,155000.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Daging Sapi,kg,155000.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Daging Sapi,kg,155000.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Gula Pasir,kg,19800.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Gula Pasir,kg,19800.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Gula Pasir,kg,19800.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Gula Pasir,kg,19800.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Minyak Goreng,kg,22800.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Minyak Goreng,kg,22800.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Minyak Goreng,kg,22850.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Minyak Goreng,kg,22850.0,PIHPS Grid Backfill
2026-04-27,Aceh,Aceh,Telur Ayam,kg,30450.0,PIHPS Grid Backfill
2026-04-28,Aceh,Aceh,Telur Ayam,kg,30450.0,PIHPS Grid Backfill
2026-04-29,Aceh,Aceh,Telur Ayam,kg,30400.0,PIHPS Grid Backfill
2026-04-30,Aceh,Aceh,Telur Ayam,kg,30400.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Bawang Merah,kg,37200.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Bawang Merah,kg,37050.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Bawang Merah,kg,36750.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Bawang Merah,kg,36750.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Bawang Merah,kg,36750.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Bawang Putih,kg,32050.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Bawang Putih,kg,31950.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Bawang Putih,kg,31900.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Bawang Putih,kg,31900.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Bawang Putih,kg,31900.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Beras,kg,15700.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Beras,kg,15750.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Beras,kg,15750.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Beras,kg,15750.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Beras,kg,15750.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Cabai Merah,kg,47500.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Cabai Merah,kg,48000.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Cabai Merah,kg,47950.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Cabai Merah,kg,47850.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Cabai Merah,kg,47850.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Cabai Rawit,kg,53350.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Cabai Rawit,kg,53150.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Cabai Rawit,kg,53200.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Cabai Rawit,kg,53200.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Cabai Rawit,kg,53200.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Daging Ayam,kg,40900.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Daging Ayam,kg,41500.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Daging Ayam,kg,41500.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Daging Ayam,kg,41650.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Daging Ayam,kg,41550.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Daging Sapi,kg,134250.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Daging Sapi,kg,134250.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Daging Sapi,kg,134250.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Daging Sapi,kg,134250.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Daging Sapi,kg,134250.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Minyak Goreng,kg,23050.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Minyak Goreng,kg,23100.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Minyak Goreng,kg,23000.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Minyak Goreng,kg,23000.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Minyak Goreng,kg,23000.0,PIHPS Grid Backfill
2026-04-27,Bali,Bali,Telur Ayam,kg,30950.0,PIHPS Grid Backfill
2026-04-28,Bali,Bali,Telur Ayam,kg,30950.0,PIHPS Grid Backfill
2026-04-29,Bali,Bali,Telur Ayam,kg,30950.0,PIHPS Grid Backfill
2026-04-30,Bali,Bali,Telur Ayam,kg,30900.0,PIHPS Grid Backfill
2026-05-01,Bali,Bali,Telur Ayam,kg,30900.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Bawang Merah,kg,48600.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Bawang Merah,kg,49400.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Bawang Merah,kg,49750.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Bawang Merah,kg,49100.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Bawang Putih,kg,38350.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Bawang Putih,kg,38350.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Bawang Putih,kg,37750.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Bawang Putih,kg,37750.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Beras,kg,15700.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Beras,kg,15700.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Beras,kg,15700.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Beras,kg,15700.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Cabai Merah,kg,51100.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Cabai Merah,kg,52650.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Cabai Merah,kg,51300.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Cabai Merah,kg,52650.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Cabai Rawit,kg,58000.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Cabai Rawit,kg,56400.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Cabai Rawit,kg,56950.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Cabai Rawit,kg,56750.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Daging Ayam,kg,38650.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Daging Ayam,kg,38650.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Daging Ayam,kg,38650.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Daging Ayam,kg,38650.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Daging Sapi,kg,150850.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Daging Sapi,kg,150850.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Daging Sapi,kg,150850.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Daging Sapi,kg,150850.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Minyak Goreng,kg,22500.0,PIHPS Grid Backfill
2026-04-27,Banten,Banten,Telur Ayam,kg,28400.0,PIHPS Grid Backfill
2026-04-28,Banten,Banten,Telur Ayam,kg,28400.0,PIHPS Grid Backfill
2026-04-29,Banten,Banten,Telur Ayam,kg,28400.0,PIHPS Grid Backfill
2026-04-30,Banten,Banten,Telur Ayam,kg,28350.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Bawang Merah,kg,45900.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Bawang Merah,kg,46250.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Bawang Merah,kg,46500.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Bawang Merah,kg,46500.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Bawang Merah,kg,47500.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Bawang Putih,kg,38650.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Bawang Putih,kg,37900.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Bawang Putih,kg,37900.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Bawang Putih,kg,37750.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Bawang Putih,kg,40000.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Beras,kg,15550.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Beras,kg,15550.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Beras,kg,15650.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Cabai Merah,kg,42650.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Cabai Merah,kg,43550.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Cabai Merah,kg,43650.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Cabai Merah,kg,43200.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Cabai Merah,kg,44000.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Cabai Rawit,kg,41150.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Cabai Rawit,kg,41100.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Cabai Rawit,kg,40750.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Cabai Rawit,kg,41250.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Cabai Rawit,kg,49650.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Daging Ayam,kg,36400.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Daging Ayam,kg,35900.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Daging Ayam,kg,35900.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Daging Ayam,kg,36500.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Daging Ayam,kg,36750.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Daging Sapi,kg,145650.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Daging Sapi,kg,145650.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Daging Sapi,kg,145650.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Daging Sapi,kg,145650.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Daging Sapi,kg,150000.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Gula Pasir,kg,19250.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Gula Pasir,kg,19300.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Gula Pasir,kg,19400.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Minyak Goreng,kg,21850.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Minyak Goreng,kg,21900.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Minyak Goreng,kg,21900.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Minyak Goreng,kg,21950.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Minyak Goreng,kg,22200.0,PIHPS Grid Backfill
2026-04-27,Bengkulu,Bengkulu,Telur Ayam,kg,29300.0,PIHPS Grid Backfill
2026-04-28,Bengkulu,Bengkulu,Telur Ayam,kg,29550.0,PIHPS Grid Backfill
2026-04-29,Bengkulu,Bengkulu,Telur Ayam,kg,29550.0,PIHPS Grid Backfill
2026-04-30,Bengkulu,Bengkulu,Telur Ayam,kg,29550.0,PIHPS Grid Backfill
2026-05-01,Bengkulu,Bengkulu,Telur Ayam,kg,29600.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Bawang Merah,kg,44000.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Bawang Merah,kg,44000.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Bawang Merah,kg,44000.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Bawang Merah,kg,44000.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Bawang Merah,kg,44000.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Bawang Putih,kg,40750.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Bawang Putih,kg,40750.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Bawang Putih,kg,40750.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Bawang Putih,kg,40750.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Bawang Putih,kg,40750.0,PIHPS Grid Backfill
2026-04-27,DI Yogyakarta,DI Yogyakarta,Beras,kg,14200.0,PIHPS Grid Backfill
2026-04-28,DI Yogyakarta,DI Yogyakarta,Beras,kg,14200.0,PIHPS Grid Backfill
2026-04-29,DI Yogyakarta,DI Yogyakarta,Beras,kg,14200.0,PIHPS Grid Backfill
2026-04-30,DI Yogyakarta,DI Yogyakarta,Beras,kg,14200.0,PIHPS Grid Backfill
2026-05-01,DI Yogyakarta,DI Yogyakarta,Beras,kg,14200.0,PIHPS Grid Backfill
